home_matches,home_wins,home_draws,home_losses,home_points,home_points_per_match,home_goals_for,home_goals_against,home_goals_for_per_match,home_goals_against_per_match,home_goal_difference,home_home_matches,home_home_wins,home_home_draws,home_home_losses,home_home_goals_for,home_home_goals_against,home_away_matches,home_away_wins,home_away_draws,home_away_losses,home_away_goals_for,home_away_goals_against,home_last10_matches,home_last10_wins,home_last10_draws,home_last10_losses,home_last10_points,home_last10_goals_for,home_last10_goals_against,home_last5_matches,home_last5_wins,home_last5_draws,home_last5_losses,home_last5_points,home_last5_goals_for,home_last5_goals_against,away_matches,away_wins,away_draws,away_losses,away_points,away_points_per_match,away_goals_for,away_goals_against,away_goals_for_per_match,away_goals_against_per_match,away_goal_difference,away_home_matches,away_home_wins,away_home_draws,away_home_losses,away_home_goals_for,away_home_goals_against,away_away_matches,away_away_wins,away_away_draws,away_away_losses,away_away_goals_for,away_away_goals_against,away_last10_matches,away_last10_wins,away_last10_draws,away_last10_losses,away_last10_points,away_last10_goals_for,away_last10_goals_against,away_last5_matches,away_last5_wins,away_last5_draws,away_last5_losses,away_last5_points,away_last5_goals_for,away_last5_goals_against,diff_points_per_match,diff_goals_for_per_match,diff_goals_against_per_match,diff_goal_difference,diff_last5_points,diff_last10_points,diff_last5_goals_for,diff_last10_goals_for,home_prior_matches,away_prior_matches,home_prior_points,away_prior_points
118,38,36,44,150,1.271186440677966,155,171,1.3135593220338984,1.4491525423728813,-16,59,18,20,21,83,82,59,20,16,23,72,89,10,1,2,7,5,12,26,5,1,0,4,3,7,13,118,67,31,20,232,1.9661016949152543,241,139,2.042372881355932,1.1779661016949152,102,59,39,15,5,127,55,59,28,16,15,114,84,10,3,5,2,14,17,15,5,1,4,0,7,7,5,-0.6949152542372883,-0.7288135593220337,0.27118644067796605,-118,-4,-9,0,-5,118,118,150,232
118,43,25,50,154,1.305084745762712,160,173,1.3559322033898304,1.4661016949152543,-13,59,27,9,23,92,80,59,16,16,27,68,93,10,2,3,5,9,8,12,5,1,1,3,4,6,7,117,53,21,43,180,1.5384615384615385,212,168,1.811965811965812,1.435897435897436,44,59,34,10,15,129,76,58,19,11,28,83,92,10,3,3,4,12,15,14,5,2,2,1,8,9,7,-0.2333767926988266,-0.4560336085759815,0.030204259017818424,-57,-4,-3,-3,-7,118,117,154,180
42,15,13,14,58,1.380952380952381,45,53,1.0714285714285714,1.2619047619047619,-8,21,10,6,5,26,22,21,5,7,9,19,31,10,3,3,4,12,12,17,5,2,1,2,7,5,6,118,54,29,35,191,1.61864406779661,209,167,1.771186440677966,1.4152542372881356,42,59,31,15,13,111,74,59,23,14,22,98,93,10,3,2,5,11,15,20,5,2,1,2,7,11,11,-0.23769168684422914,-0.6997578692493946,-0.15334947538337373,-50,0,1,-6,-3,42,118,58,191
118,38,37,43,151,1.2796610169491525,134,148,1.1355932203389831,1.2542372881355932,-14,59,20,19,20,78,70,59,18,18,23,56,78,10,1,5,4,8,13,16,5,1,3,1,6,5,4,4,0,0,4,0,0.0,0,10,0.0,2.5,-10,2,0,0,2,0,6,2,0,0,2,0,4,4,0,0,4,0,0,10,4,0,0,4,0,0,10,1.2796610169491525,1.1355932203389831,-1.2457627118644068,-4,6,8,5,13,118,4,151,0
118,78,26,14,260,2.2033898305084745,239,91,2.0254237288135593,0.7711864406779662,148,59,43,10,6,129,45,59,35,16,8,110,46,10,9,0,1,27,17,4,5,5,0,0,15,10,2,4,2,2,0,8,2.0,5,2,1.25,0.5,3,2,1,1,0,2,0,2,1,1,0,3,2,4,2,2,0,8,5,2,4,2,2,0,8,5,2,0.20338983050847448,0.7754237288135593,0.27118644067796616,145,7,19,5,12,118,4,260,8
118,40,30,48,150,1.271186440677966,159,168,1.347457627118644,1.423728813559322,-9,59,18,19,22,73,70,59,22,11,26,86,98,10,4,4,2,16,20,11,5,1,3,1,6,5,5,117,75,24,18,249,2.128205128205128,252,115,2.1538461538461537,0.9829059829059829,137,59,43,11,5,142,54,58,32,13,13,110,61,10,7,2,1,23,21,9,5,3,1,1,10,9,5,-0.8570186875271621,-0.8063885267275097,0.44082283065333916,-146,-4,-7,-4,-1,118,117,150,249
118,44,37,37,169,1.4322033898305084,186,172,1.576271186440678,1.4576271186440677,14,59,26,21,12,95,74,59,18,16,25,91,98,10,4,2,4,14,22,14,5,2,1,2,7,13,8,118,41,31,46,154,1.305084745762712,184,178,1.5593220338983051,1.5084745762711864,6,59,23,20,16,106,91,59,18,11,30,78,87,10,2,6,2,12,14,12,5,1,4,0,7,8,5,0.1271186440677965,0.016949152542372836,-0.05084745762711873,8,0,2,5,8,118,118,169,154
42,6,10,26,28,0.6666666666666666,43,92,1.0238095238095237,2.1904761904761907,-49,21,2,4,15,16,47,21,4,6,11,27,45,10,2,1,7,7,10,25,5,2,0,3,6,8,13,118,41,41,36,164,1.3898305084745763,176,174,1.4915254237288136,1.4745762711864407,2,59,22,22,15,82,67,59,19,19,21,94,107,10,3,6,1,15,16,12,5,0,4,1,4,7,8,-0.7231638418079097,-0.46771589991928986,0.7158999192897499,-51,2,-8,1,-6,42,118,28,164
117,50,27,40,177,1.5128205128205128,177,168,1.5128205128205128,1.435897435897436,9,58,31,9,18,98,82,59,19,18,22,79,86,10,6,2,2,20,20,13,5,3,1,1,10,13,8,118,58,26,34,200,1.694915254237288,191,168,1.61864406779661,1.423728813559322,23,59,35,13,11,115,73,59,23,13,23,76,95,10,3,2,5,11,14,18,5,1,1,3,4,3,8,-0.18209474141677529,-0.1058235549760973,0.012168622338113888,-14,6,9,10,6,117,118,177,200
118,41,41,36,164,1.3898305084745763,176,174,1.4915254237288136,1.4745762711864407,2,59,22,22,15,82,67,59,19,19,21,94,107,10,3,6,1,15,16,12,5,0,4,1,4,7,8,118,40,30,48,150,1.271186440677966,159,168,1.347457627118644,1.423728813559322,-9,59,18,19,22,73,70,59,22,11,26,86,98,10,4,4,2,16,20,11,5,1,3,1,6,5,5,0.1186440677966103,0.14406779661016955,0.05084745762711873,11,-2,-1,2,-4,118,118,164,150
118,58,26,34,200,1.694915254237288,191,168,1.61864406779661,1.423728813559322,23,59,35,13,11,115,73,59,23,13,23,76,95,10,3,2,5,11,14,18,5,1,1,3,4,3,8,42,15,13,14,58,1.380952380952381,45,53,1.0714285714285714,1.2619047619047619,-8,21,10,6,5,26,22,21,5,7,9,19,31,10,3,3,4,12,12,17,5,2,1,2,7,5,6,0.31396287328490713,0.5472154963680387,0.16182405165456015,31,-3,-1,-2,2,118,42,200,58
118,41,31,46,154,1.305084745762712,184,178,1.5593220338983051,1.5084745762711864,6,59,23,20,16,106,91,59,18,11,30,78,87,10,2,6,2,12,14,12,5,1,4,0,7,8,5,118,38,37,43,151,1.2796610169491525,134,148,1.1355932203389831,1.2542372881355932,-14,59,20,19,20,78,70,59,18,18,23,56,78,10,1,5,4,8,13,16,5,1,3,1,6,5,4,0.025423728813559476,0.423728813559322,0.2542372881355932,20,1,4,3,1,118,118,154,151
4,0,0,4,0,0.0,0,10,0.0,2.5,-10,2,0,0,2,0,6,2,0,0,2,0,4,4,0,0,4,0,0,10,4,0,0,4,0,0,10,118,38,36,44,150,1.271186440677966,155,171,1.3135593220338984,1.4491525423728813,-16,59,18,20,21,83,82,59,20,16,23,72,89,10,1,2,7,5,12,26,5,1,0,4,3,7,13,-1.271186440677966,-1.3135593220338984,1.0508474576271187,6,-3,-5,-7,-12,4,118,0,150
4,2,2,0,8,2.0,5,2,1.25,0.5,3,2,1,1,0,2,0,2,1,1,0,3,2,4,2,2,0,8,5,2,4,2,2,0,8,5,2,118,44,37,37,169,1.4322033898305084,186,172,1.576271186440678,1.4576271186440677,14,59,26,21,12,95,74,59,18,16,25,91,98,10,4,2,4,14,22,14,5,2,1,2,7,13,8,0.5677966101694916,-0.326271186440678,-0.9576271186440677,-11,1,-6,-8,-17,4,118,8,169
118,67,31,20,232,1.9661016949152543,241,139,2.042372881355932,1.1779661016949152,102,59,39,15,5,127,55,59,28,16,15,114,84,10,3,5,2,14,17,15,5,1,4,0,7,7,5,117,50,27,40,177,1.5128205128205128,177,168,1.5128205128205128,1.435897435897436,9,58,31,9,18,98,82,59,19,18,22,79,86,10,6,2,2,20,20,13,5,3,1,1,10,13,8,0.45328118209474155,0.5295523685354193,-0.2579313342025207,93,-3,-6,-6,-3,118,117,232,177
117,75,24,18,249,2.128205128205128,252,115,2.1538461538461537,0.9829059829059829,137,59,43,11,5,142,54,58,32,13,13,110,61,10,7,2,1,23,21,9,5,3,1,1,10,9,5,118,43,25,50,154,1.305084745762712,160,173,1.3559322033898304,1.4661016949152543,-13,59,27,9,23,92,80,59,16,16,27,68,93,10,2,3,5,9,8,12,5,1,1,3,4,6,7,0.8231203824424163,0.7979139504563233,-0.48319571200927147,150,6,14,3,13,117,118,249,154
118,41,24,53,147,1.2457627118644068,186,188,1.576271186440678,1.5932203389830508,-2,59,22,10,27,95,95,59,19,14,26,91,93,10,3,4,3,13,8,11,5,1,2,2,5,1,5,42,6,10,26,28,0.6666666666666666,43,92,1.0238095238095237,2.1904761904761907,-49,21,2,4,15,16,47,21,4,6,11,27,45,10,2,1,7,7,10,25,5,2,0,3,6,8,13,0.5790960451977402,0.5524616626311543,-0.5972558514931399,47,-1,6,-7,-2,118,42,147,28
117,53,21,43,180,1.5384615384615385,212,168,1.811965811965812,1.435897435897436,44,59,34,10,15,129,76,58,19,11,28,83,92,10,3,3,4,12,15,14,5,2,2,1,8,9,7,118,78,26,14,260,2.2033898305084745,239,91,2.0254237288135593,0.7711864406779662,148,59,43,10,6,129,45,59,35,16,8,110,46,10,9,0,1,27,17,4,5,5,0,0,15,10,2,-0.6649282920469359,-0.2134579168477473,0.6647109952194697,-104,-7,-15,-1,-2,117,118,180,260
118,54,29,35,191,1.61864406779661,209,167,1.771186440677966,1.4152542372881356,42,59,31,15,13,111,74,59,23,14,22,98,93,10,3,2,5,11,15,20,5,2,1,2,7,11,11,41,12,16,13,52,1.2682926829268293,52,58,1.2682926829268293,1.4146341463414633,-6,20,9,6,5,30,22,21,3,10,8,22,36,10,5,4,1,19,15,10,5,2,2,1,8,4,5,0.3503513848697808,0.5028937577511368,0.0006200909466722582,48,-1,-8,7,0,118,41,191,52
118,44,37,37,169,1.4322033898305084,186,172,1.576271186440678,1.4576271186440677,14,59,26,21,12,95,74,59,18,16,25,91,98,10,4,2,4,14,22,14,5,2,1,2,7,13,8,117,53,21,43,180,1.5384615384615385,212,168,1.811965811965812,1.435897435897436,44,59,34,10,15,129,76,58,19,11,28,83,92,10,3,3,4,12,15,14,5,2,2,1,8,9,7,-0.10625814863103011,-0.23569462552513398,0.021729682746631784,-30,-1,2,4,7,118,117,169,180
118,38,37,43,151,1.2796610169491525,134,148,1.1355932203389831,1.2542372881355932,-14,59,20,19,20,78,70,59,18,18,23,56,78,10,1,5,4,8,13,16,5,1,3,1,6,5,4,118,67,31,20,232,1.9661016949152543,241,139,2.042372881355932,1.1779661016949152,102,59,39,15,5,127,55,59,28,16,15,114,84,10,3,5,2,14,17,15,5,1,4,0,7,7,5,-0.6864406779661019,-0.906779661016949,0.07627118644067798,-116,-1,-6,-2,-4,118,118,151,232
41,12,16,13,52,1.2682926829268293,52,58,1.2682926829268293,1.4146341463414633,-6,20,9,6,5,30,22,21,3,10,8,22,36,10,5,4,1,19,15,10,5,2,2,1,8,4,5,4,0,0,4,0,0.0,0,10,0.0,2.5,-10,2,0,0,2,0,6,2,0,0,2,0,4,4,0,0,4,0,0,10,4,0,0,4,0,0,10,1.2682926829268293,1.2682926829268293,-1.0853658536585367,4,8,19,4,15,41,4,52,0
42,15,13,14,58,1.380952380952381,45,53,1.0714285714285714,1.2619047619047619,-8,21,10,6,5,26,22,21,5,7,9,19,31,10,3,3,4,12,12,17,5,2,1,2,7,5,6,118,41,24,53,147,1.2457627118644068,186,188,1.576271186440678,1.5932203389830508,-2,59,22,10,27,95,95,59,19,14,26,91,93,10,3,4,3,13,8,11,5,1,2,2,5,1,5,0.13518966908797414,-0.5048426150121066,-0.33131557707828896,-6,2,-1,4,4,42,118,58,147
118,43,25,50,154,1.305084745762712,160,173,1.3559322033898304,1.4661016949152543,-13,59,27,9,23,92,80,59,16,16,27,68,93,10,2,3,5,9,8,12,5,1,1,3,4,6,7,118,41,41,36,164,1.3898305084745763,176,174,1.4915254237288136,1.4745762711864407,2,59,22,22,15,82,67,59,19,19,21,94,107,10,3,6,1,15,16,12,5,0,4,1,4,7,8,-0.0847457627118644,-0.13559322033898313,-0.008474576271186418,-15,0,-6,-1,-8,118,118,154,164
118,40,30,48,150,1.271186440677966,159,168,1.347457627118644,1.423728813559322,-9,59,18,19,22,73,70,59,22,11,26,86,98,10,4,4,2,16,20,11,5,1,3,1,6,5,5,118,54,29,35,191,1.61864406779661,209,167,1.771186440677966,1.4152542372881356,42,59,31,15,13,111,74,59,23,14,22,98,93,10,3,2,5,11,15,20,5,2,1,2,7,11,11,-0.34745762711864403,-0.423728813559322,0.008474576271186418,-51,-1,5,-6,5,118,118,150,191
42,6,10,26,28,0.6666666666666666,43,92,1.0238095238095237,2.1904761904761907,-49,21,2,4,15,16,47,21,4,6,11,27,45,10,2,1,7,7,10,25,5,2,0,3,6,8,13,118,58,26,34,200,1.694915254237288,191,168,1.61864406779661,1.423728813559322,23,59,35,13,11,115,73,59,23,13,23,76,95,10,3,2,5,11,14,18,5,1,1,3,4,3,8,-1.0282485875706215,-0.5948345439870864,0.7667473769168687,-72,2,-4,5,-4,42,118,28,200
118,78,26,14,260,2.2033898305084745,239,91,2.0254237288135593,0.7711864406779662,148,59,43,10,6,129,45,59,35,16,8,110,46,10,9,0,1,27,17,4,5,5,0,0,15,10,2,117,75,24,18,249,2.128205128205128,252,115,2.1538461538461537,0.9829059829059829,137,59,43,11,5,142,54,58,32,13,13,110,61,10,7,2,1,23,21,9,5,3,1,1,10,9,5,0.07518470230334628,-0.1284224250325945,-0.2117195422280167,11,5,4,1,-4,118,117,260,249
118,38,36,44,150,1.271186440677966,155,171,1.3135593220338984,1.4491525423728813,-16,59,18,20,21,83,82,59,20,16,23,72,89,10,1,2,7,5,12,26,5,1,0,4,3,7,13,4,2,2,0,8,2.0,5,2,1.25,0.5,3,2,1,1,0,2,0,2,1,1,0,3,2,4,2,2,0,8,5,2,4,2,2,0,8,5,2,-0.728813559322034,0.06355932203389836,0.9491525423728813,-19,-5,-3,2,7,118,4,150,8
117,50,27,40,177,1.5128205128205128,177,168,1.5128205128205128,1.435897435897436,9,58,31,9,18,98,82,59,19,18,22,79,86,10,6,2,2,20,20,13,5,3,1,1,10,13,8,118,41,31,46,154,1.305084745762712,184,178,1.5593220338983051,1.5084745762711864,6,59,23,20,16,106,91,59,18,11,30,78,87,10,2,6,2,12,14,12,5,1,4,0,7,8,5,0.20773576705780084,-0.046501521077792374,-0.07257714037375051,3,3,8,5,6,117,118,177,154
4,2,2,0,8,2.0,5,2,1.25,0.5,3,2,1,1,0,2,0,2,1,1,0,3,2,4,2,2,0,8,5,2,4,2,2,0,8,5,2,118,40,30,48,150,1.271186440677966,159,168,1.347457627118644,1.423728813559322,-9,59,18,19,22,73,70,59,22,11,26,86,98,10,4,4,2,16,20,11,5,1,3,1,6,5,5,0.728813559322034,-0.09745762711864403,-0.923728813559322,12,2,-8,0,-15,4,118,8,150
118,41,24,53,147,1.2457627118644068,186,188,1.576271186440678,1.5932203389830508,-2,59,22,10,27,95,95,59,19,14,26,91,93,10,3,4,3,13,8,11,5,1,2,2,5,1,5,118,43,25,50,154,1.305084745762712,160,173,1.3559322033898304,1.4661016949152543,-13,59,27,9,23,92,80,59,16,16,27,68,93,10,2,3,5,9,8,12,5,1,1,3,4,6,7,-0.05932203389830515,0.22033898305084754,0.1271186440677965,11,1,4,-5,0,118,118,147,154
117,75,24,18,249,2.128205128205128,252,115,2.1538461538461537,0.9829059829059829,137,59,43,11,5,142,54,58,32,13,13,110,61,10,7,2,1,23,21,9,5,3,1,1,10,9,5,41,12,16,13,52,1.2682926829268293,52,58,1.2682926829268293,1.4146341463414633,-6,20,9,6,5,30,22,21,3,10,8,22,36,10,5,4,1,19,15,10,5,2,2,1,8,4,5,0.8599124452782989,0.8855534709193245,-0.4317281634354805,143,2,4,5,6,117,41,249,52
118,54,29,35,191,1.61864406779661,209,167,1.771186440677966,1.4152542372881356,42,59,31,15,13,111,74,59,23,14,22,98,93,10,3,2,5,11,15,20,5,2,1,2,7,11,11,118,38,36,44,150,1.271186440677966,155,171,1.3135593220338984,1.4491525423728813,-16,59,18,20,21,83,82,59,20,16,23,72,89,10,1,2,7,5,12,26,5,1,0,4,3,7,13,0.34745762711864403,0.4576271186440677,-0.03389830508474567,58,4,6,4,3,118,118,191,150
117,53,21,43,180,1.5384615384615385,212,168,1.811965811965812,1.435897435897436,44,59,34,10,15,129,76,58,19,11,28,83,92,10,3,3,4,12,15,14,5,2,2,1,8,9,7,117,50,27,40,177,1.5128205128205128,177,168,1.5128205128205128,1.435897435897436,9,58,31,9,18,98,82,59,19,18,22,79,86,10,6,2,2,20,20,13,5,3,1,1,10,13,8,0.025641025641025772,0.2991452991452992,0.0,35,-2,-8,-4,-5,117,117,180,177
118,41,31,46,154,1.305084745762712,184,178,1.5593220338983051,1.5084745762711864,6,59,23,20,16,106,91,59,18,11,30,78,87,10,2,6,2,12,14,12,5,1,4,0,7,8,5,118,78,26,14,260,2.2033898305084745,239,91,2.0254237288135593,0.7711864406779662,148,59,43,10,6,129,45,59,35,16,8,110,46,10,9,0,1,27,17,4,5,5,0,0,15,10,2,-0.8983050847457625,-0.4661016949152541,0.7372881355932203,-142,-8,-15,-2,-3,118,118,154,260
118,41,41,36,164,1.3898305084745763,176,174,1.4915254237288136,1.4745762711864407,2,59,22,22,15,82,67,59,19,19,21,94,107,10,3,6,1,15,16,12,5,0,4,1,4,7,8,118,44,37,37,169,1.4322033898305084,186,172,1.576271186440678,1.4576271186440677,14,59,26,21,12,95,74,59,18,16,25,91,98,10,4,2,4,14,22,14,5,2,1,2,7,13,8,-0.04237288135593209,-0.0847457627118644,0.016949152542373058,-12,-3,1,-6,-6,118,118,164,169
118,58,26,34,200,1.694915254237288,191,168,1.61864406779661,1.423728813559322,23,59,35,13,11,115,73,59,23,13,23,76,95,10,3,2,5,11,14,18,5,1,1,3,4,3,8,118,38,37,43,151,1.2796610169491525,134,148,1.1355932203389831,1.2542372881355932,-14,59,20,19,20,78,70,59,18,18,23,56,78,10,1,5,4,8,13,16,5,1,3,1,6,5,4,0.4152542372881356,0.48305084745762694,0.1694915254237288,37,-2,3,-2,1,118,118,200,151
118,67,31,20,232,1.9661016949152543,241,139,2.042372881355932,1.1779661016949152,102,59,39,15,5,127,55,59,28,16,15,114,84,10,3,5,2,14,17,15,5,1,4,0,7,7,5,42,15,13,14,58,1.380952380952381,45,53,1.0714285714285714,1.2619047619047619,-8,21,10,6,5,26,22,21,5,7,9,19,31,10,3,3,4,12,12,17,5,2,1,2,7,5,6,0.5851493139628734,0.9709443099273607,-0.08393866020984664,110,0,2,2,5,118,42,232,58
4,0,0,4,0,0.0,0,10,0.0,2.5,-10,2,0,0,2,0,6,2,0,0,2,0,4,4,0,0,4,0,0,10,4,0,0,4,0,0,10,42,6,10,26,28,0.6666666666666666,43,92,1.0238095238095237,2.1904761904761907,-49,21,2,4,15,16,47,21,4,6,11,27,45,10,2,1,7,7,10,25,5,2,0,3,6,8,13,-0.6666666666666666,-1.0238095238095237,0.3095238095238093,39,-6,-7,-8,-10,4,42,0,28
118,54,29,35,191,1.61864406779661,209,167,1.771186440677966,1.4152542372881356,42,59,31,15,13,111,74,59,23,14,22,98,93,10,3,2,5,11,15,20,5,2,1,2,7,11,11,118,67,31,20,232,1.9661016949152543,241,139,2.042372881355932,1.1779661016949152,102,59,39,15,5,127,55,59,28,16,15,114,84,10,3,5,2,14,17,15,5,1,4,0,7,7,5,-0.34745762711864425,-0.27118644067796605,0.23728813559322037,-60,0,-3,4,-2,118,118,191,232
118,40,30,48,150,1.271186440677966,159,168,1.347457627118644,1.423728813559322,-9,59,18,19,22,73,70,59,22,11,26,86,98,10,4,4,2,16,20,11,5,1,3,1,6,5,5,118,44,37,37,169,1.4322033898305084,186,172,1.576271186440678,1.4576271186440677,14,59,26,21,12,95,74,59,18,16,25,91,98,10,4,2,4,14,22,14,5,2,1,2,7,13,8,-0.1610169491525424,-0.22881355932203395,-0.03389830508474567,-23,-1,2,-8,-2,118,118,150,169
117,50,27,40,177,1.5128205128205128,177,168,1.5128205128205128,1.435897435897436,9,58,31,9,18,98,82,59,19,18,22,79,86,10,6,2,2,20,20,13,5,3,1,1,10,13,8,4,0,0,4,0,0.0,0,10,0.0,2.5,-10,2,0,0,2,0,6,2,0,0,2,0,4,4,0,0,4,0,0,10,4,0,0,4,0,0,10,1.5128205128205128,1.5128205128205128,-1.064102564102564,19,10,20,13,20,117,4,177,0
118,38,37,43,151,1.2796610169491525,134,148,1.1355932203389831,1.2542372881355932,-14,59,20,19,20,78,70,59,18,18,23,56,78,10,1,5,4,8,13,16,5,1,3,1,6,5,4,118,43,25,50,154,1.305084745762712,160,173,1.3559322033898304,1.4661016949152543,-13,59,27,9,23,92,80,59,16,16,27,68,93,10,2,3,5,9,8,12,5,1,1,3,4,6,7,-0.025423728813559476,-0.22033898305084731,-0.21186440677966112,-1,2,-1,-1,5,118,118,151,154
117,53,21,43,180,1.5384615384615385,212,168,1.811965811965812,1.435897435897436,44,59,34,10,15,129,76,58,19,11,28,83,92,10,3,3,4,12,15,14,5,2,2,1,8,9,7,42,15,13,14,58,1.380952380952381,45,53,1.0714285714285714,1.2619047619047619,-8,21,10,6,5,26,22,21,5,7,9,19,31,10,3,3,4,12,12,17,5,2,1,2,7,5,6,0.15750915750915762,0.7405372405372406,0.17399267399267404,52,1,0,4,3,117,42,180,58
41,12,16,13,52,1.2682926829268293,52,58,1.2682926829268293,1.4146341463414633,-6,20,9,6,5,30,22,21,3,10,8,22,36,10,5,4,1,19,15,10,5,2,2,1,8,4,5,42,6,10,26,28,0.6666666666666666,43,92,1.0238095238095237,2.1904761904761907,-49,21,2,4,15,16,47,21,4,6,11,27,45,10,2,1,7,7,10,25,5,2,0,3,6,8,13,0.6016260162601627,0.24448315911730556,-0.7758420441347273,43,2,12,-4,5,41,42,52,28
118,41,41,36,164,1.3898305084745763,176,174,1.4915254237288136,1.4745762711864407,2,59,22,22,15,82,67,59,19,19,21,94,107,10,3,6,1,15,16,12,5,0,4,1,4,7,8,4,2,2,0,8,2.0,5,2,1.25,0.5,3,2,1,1,0,2,0,2,1,1,0,3,2,4,2,2,0,8,5,2,4,2,2,0,8,5,2,-0.6101694915254237,0.24152542372881358,0.9745762711864407,-1,-4,7,2,11,118,4,164,8
118,58,26,34,200,1.694915254237288,191,168,1.61864406779661,1.423728813559322,23,59,35,13,11,115,73,59,23,13,23,76,95,10,3,2,5,11,14,18,5,1,1,3,4,3,8,118,38,36,44,150,1.271186440677966,155,171,1.3135593220338984,1.4491525423728813,-16,59,18,20,21,83,82,59,20,16,23,72,89,10,1,2,7,5,12,26,5,1,0,4,3,7,13,0.423728813559322,0.3050847457627117,-0.025423728813559254,39,1,6,-4,2,118,118,200,150
118,41,31,46,154,1.305084745762712,184,178,1.5593220338983051,1.5084745762711864,6,59,23,20,16,106,91,59,18,11,30,78,87,10,2,6,2,12,14,12,5,1,4,0,7,8,5,117,75,24,18,249,2.128205128205128,252,115,2.1538461538461537,0.9829059829059829,137,59,43,11,5,142,54,58,32,13,13,110,61,10,7,2,1,23,21,9,5,3,1,1,10,9,5,-0.8231203824424163,-0.5945241199478486,0.5255685933652036,-131,-3,-11,-1,-7,118,117,154,249
118,41,24,53,147,1.2457627118644068,186,188,1.576271186440678,1.5932203389830508,-2,59,22,10,27,95,95,59,19,14,26,91,93,10,3,4,3,13,8,11,5,1,2,2,5,1,5,118,78,26,14,260,2.2033898305084745,239,91,2.0254237288135593,0.7711864406779662,148,59,43,10,6,129,45,59,35,16,8,110,46,10,9,0,1,27,17,4,5,5,0,0,15,10,2,-0.9576271186440677,-0.44915254237288127,0.8220338983050847,-150,-10,-14,-9,-9,118,118,147,260
118,43,25,50,154,1.305084745762712,160,173,1.3559322033898304,1.4661016949152543,-13,59,27,9,23,92,80,59,16,16,27,68,93,10,2,3,5,9,8,12,5,1,1,3,4,6,7,118,41,31,46,154,1.305084745762712,184,178,1.5593220338983051,1.5084745762711864,6,59,23,20,16,106,91,59,18,11,30,78,87,10,2,6,2,12,14,12,5,1,4,0,7,8,5,0.0,-0.2033898305084747,-0.04237288135593209,-19,-3,-3,-2,-6,118,118,154,154
118,67,31,20,232,1.9661016949152543,241,139,2.042372881355932,1.1779661016949152,102,59,39,15,5,127,55,59,28,16,15,114,84,10,3,5,2,14,17,15,5,1,4,0,7,7,5,41,12,16,13,52,1.2682926829268293,52,58,1.2682926829268293,1.4146341463414633,-6,20,9,6,5,30,22,21,3,10,8,22,36,10,5,4,1,19,15,10,5,2,2,1,8,4,5,0.697809011988425,0.7740801984291028,-0.23666804464654811,108,-1,-5,3,2,118,41,232,52
42,15,13,14,58,1.380952380952381,45,53,1.0714285714285714,1.2619047619047619,-8,21,10,6,5,26,22,21,5,7,9,19,31,10,3,3,4,12,12,17,5,2,1,2,7,5,6,118,40,30,48,150,1.271186440677966,159,168,1.347457627118644,1.423728813559322,-9,59,18,19,22,73,70,59,22,11,26,86,98,10,4,4,2,16,20,11,5,1,3,1,6,5,5,0.10976594027441489,-0.27602905569007263,-0.16182405165456015,1,1,-4,0,-8,42,118,58,150
4,2,2,0,8,2.0,5,2,1.25,0.5,3,2,1,1,0,2,0,2,1,1,0,3,2,4,2,2,0,8,5,2,4,2,2,0,8,5,2,118,41,24,53,147,1.2457627118644068,186,188,1.576271186440678,1.5932203389830508,-2,59,22,10,27,95,95,59,19,14,26,91,93,10,3,4,3,13,8,11,5,1,2,2,5,1,5,0.7542372881355932,-0.326271186440678,-1.0932203389830508,5,3,-5,4,-3,4,118,8,147
117,75,24,18,249,2.128205128205128,252,115,2.1538461538461537,0.9829059829059829,137,59,43,11,5,142,54,58,32,13,13,110,61,10,7,2,1,23,21,9,5,3,1,1,10,9,5,118,54,29,35,191,1.61864406779661,209,167,1.771186440677966,1.4152542372881356,42,59,31,15,13,111,74,59,23,14,22,98,93,10,3,2,5,11,15,20,5,2,1,2,7,11,11,0.5095610604085181,0.3826597131681877,-0.43234825438215274,95,3,12,-2,6,117,118,249,191
4,0,0,4,0,0.0,0,10,0.0,2.5,-10,2,0,0,2,0,6,2,0,0,2,0,4,4,0,0,4,0,0,10,4,0,0,4,0,0,10,118,58,26,34,200,1.694915254237288,191,168,1.61864406779661,1.423728813559322,23,59,35,13,11,115,73,59,23,13,23,76,95,10,3,2,5,11,14,18,5,1,1,3,4,3,8,-1.694915254237288,-1.61864406779661,1.076271186440678,-33,-4,-11,-3,-14,4,118,0,200
118,78,26,14,260,2.2033898305084745,239,91,2.0254237288135593,0.7711864406779662,148,59,43,10,6,129,45,59,35,16,8,110,46,10,9,0,1,27,17,4,5,5,0,0,15,10,2,118,41,41,36,164,1.3898305084745763,176,174,1.4915254237288136,1.4745762711864407,2,59,22,22,15,82,67,59,19,19,21,94,107,10,3,6,1,15,16,12,5,0,4,1,4,7,8,0.8135593220338981,0.5338983050847457,-0.7033898305084746,146,11,12,3,1,118,118,260,164
